Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
17/03/2013,2012-2013,28,Levante,Granada,1,1
17/03/2013,2012-2013,28,Rayo Vallecano,Barcelona,1,3
30/03/2013,2012-2013,29,Málaga,Rayo Vallecano,3,1
30/03/2013,2012-2013,29,Barcelona,Celta de Vigo,2,2
30/03/2013,2012-2013,29,Real Madrid,Zaragoza,1,1
30/03/2013,2012-2013,29,Sevilla,Levante,0,1
31/03/2013,2012-2013,29,Osasuna,Valladolid,3,1
31/03/2013,2012-2013,29,Deportivo de La Coruña,Mallorca,3,2
31/03/2013,2012-2013,29,Real Sociedad,Espanyol,2,2
31/03/2013,2012-2013,29,Valencia,Atlético de Madrid,1,1
1/04/2013,2012-2013,29,Granada,Athletic Club,0,1
1/04/2013,2012-2013,29,Getafe,Betis,0,0
5/04/2013,2012-2013,30,Betis,Granada,5,1
6/04/2013,2012-2013,30,Málaga,Real Sociedad,2,4
6/04/2013,2012-2013,30,Levante,Real Madrid,1,5
6/04/2013,2012-2013,30,Zaragoza,Deportivo de La Coruña,2,3
6/04/2013,2012-2013,30,Mallorca,Barcelona,0,5
7/04/2013,2012-2013,30,Rayo Vallecano,Celta de Vigo,2,0
7/04/2013,2012-2013,30,Espanyol,Osasuna,2,0
7/04/2013,2012-2013,30,Atlético de Madrid,Getafe,0,0
7/04/2013,2012-2013,30,Valladolid,Valencia,1,2
8/04/2013,2012-2013,30,Athletic Club,Sevilla,1,2
12/04/2013,2012-2013,31,Sevilla,Betis,3,3
13/04/2013,2012-2013,31,Getafe,Valladolid,1,2
13/04/2013,2012-2013,31,Deportivo de La Coruña,Levante,4,0
13/04/2013,2012-2013,31,Valencia,Espanyol,3,3
13/04/2013,2012-2013,31,Osasuna,Málaga,0,1
14/04/2013,2012-2013,31,Real Sociedad,Rayo Vallecano,2,0
14/04/2013,2012-2013,31,Granada,Atlético de Madrid,0,5
14/04/2013,2012-2013,31,Barcelona,Zaragoza,3,0
14/04/2013,2012-2013,31,Real Madrid,Athletic Club,3,0
15/04/2013,2012-2013,31,Celta de Vigo,Mallorca,0,1
19/04/2013,2012-2013,32,Rayo Vallecano,Mallorca,1,1
20/04/2013,2012-2013,32,Valladolid,Granada,1,1
20/04/2013,2012-2013,32,Betis,Real Madrid,1,3
20/04/2013,2012-2013,32,Levante,Barcelona,0,1
20/04/2013,2012-2013,32,Málaga,Valencia,1,5
21/04/2013,2012-2013,32,Espanyol,Getafe,2,0
21/04/2013,2012-2013,32,Athletic Club,Deportivo de La Coruña,1,1
21/04/2013,2012-2013,32,Real Sociedad,Osasuna,0,0
21/04/2013,2012-2013,32,Atlético de Madrid,Sevilla,1,0
22/04/2013,2012-2013,32,Zaragoza,Celta de Vigo,1,2
26/04/2013,2012-2013,33,Osasuna,Rayo Vallecano,2,2
27/04/2013,2012-2013,33,Celta de Vigo,Levante,1,0
27/04/2013,2012-2013,33,Barcelona,Athletic Club,2,2
27/04/2013,2012-2013,33,Real Madrid,Atlético de Madrid,2,1
27/04/2013,2012-2013,33,Mallorca,Zaragoza,2,3
28/04/2013,2012-2013,33,Granada,Espanyol,1,0
28/04/2013,2012-2013,33,Getafe,Málaga,1,2
28/04/2013,2012-2013,33,Sevilla,Valladolid,1,1
28/04/2013,2012-2013,33,Valencia,Real Sociedad,2,4
29/04/2013,2012-2013,33,Deportivo de La Coruña,Betis,1,1
3/05/2013,2012-2013,34,Athletic Club,Celta de Vigo,1,1
4/05/2013,2012-2013,34,Osasuna,Valencia,0,4
4/05/2013,2012-2013,34,Málaga,Granada,0,1
4/05/2013,2012-2013,34,Valladolid,Real Madrid,3,4
4/05/2013,2012-2013,34,Atlético de Madrid,Deportivo de La Coruña,0,0
5/05/2013,2012-2013,34,Levante,Mallorca,1,1
5/05/2013,2012-2013,34,Rayo Vallecano,Zaragoza,0,3
5/05/2013,2012-2013,34,Espanyol,Sevilla,0,3
5/05/2013,2012-2013,34,Betis,Barcelona,2,4
6/05/2013,2012-2013,34,Real Sociedad,Getafe,1,2
10/05/2013,2012-2013,35,Zaragoza,Levante,0,0
11/05/2013,2012-2013,35,Mallorca,Athletic Club,1,2
11/05/2013,2012-2013,35,Deportivo de La Coruña,Valladolid,0,1
11/05/2013,2012-2013,35,Getafe,Osasuna,0,1
11/05/2013,2012-2013,35,Real Madrid,Espanyol,1,1
12/05/2013,2012-2013,35,Valencia,Rayo Vallecano,4,0
12/05/2013,2012-2013,35,Celta de Vigo,Betis,0,1
12/05/2013,2012-2013,35,Barcelona,Atlético de Madrid,2,1
12/05/2013,2012-2013,35,Sevilla,Málaga,0,0
13/05/2013,2012-2013,35,Granada,Real Sociedad,2,2
8/05/2013,2012-2013,36,Atlético de Madrid,Celta de Vigo,3,1
8/05/2013,2012-2013,36,Málaga,Real Madrid,2,6
18/05/2013,2012-2013,36,Valencia,Getafe,1,0
18/05/2013,2012-2013,36,Osasuna,Granada,0,3
18/05/2013,2012-2013,36,Real Sociedad,Sevilla,2,1
19/05/2013,2012-2013,36,Rayo Vallecano,Levante,3,2
19/05/2013,2012-2013,36,Espanyol,Deportivo de La Coruña,0,2
19/05/2013,2012-2013,36,Athletic Club,Zaragoza,2,1
19/05/2013,2012-2013,36,Valladolid,Barcelona,1,2
20/05/2013,2012-2013,36,Betis,Mallorca,0,1
26/05/2013,2012-2013,37,Rayo Vallecano,Getafe,2,1
26/05/2013,2012-2013,37,Granada,Valencia,0,1
26/05/2013,2012-2013,37,Sevilla,Osasuna,1,2
26/05/2013,2012-2013,37,Real Madrid,Real Sociedad,3,3
26/05/2013,2012-2013,37,Deportivo de La Coruña,Málaga,1,3
26/05/2013,2012-2013,37,Barcelona,Espanyol,2,0
26/05/2013,2012-2013,37,Celta de Vigo,Valladolid,2,0
26/05/2013,2012-2013,37,Mallorca,Atlético de Madrid,0,0
26/05/2013,2012-2013,37,Zaragoza,Betis,0,4
26/05/2013,2012-2013,37,Levante,Athletic Club,1,0
17/08/2013,2013-2014,1,Getafe,Real Sociedad,0,2
17/08/2013,2013-2014,1,Athletic Club,Valladolid,2,1
17/08/2013,2013-2014,1,Málaga,Valencia,0,1
18/08/2013,2013-2014,1,Levante,Barcelona,0,7
18/08/2013,2013-2014,1,Betis,Real Madrid,1,2
18/08/2013,2013-2014,1,Granada,Osasuna,2,1
18/08/2013,2013-2014,1,Atlético de Madrid,Sevilla,3,1
19/08/2013,2013-2014,1,Elche,Rayo Vallecano,0,3
19/08/2013,2013-2014,1,Espanyol,Celta de Vigo,2,2
19/08/2013,2013-2014,1,Villarreal,Almería,3,2
23/08/2013,2013-2014,2,Almería,Getafe,2,2
23/08/2013,2013-2014,2,Osasuna,Athletic Club,0,2
24/08/2013,2013-2014,2,Real Sociedad,Elche,1,1
24/08/2013,2013-2014,2,Valencia,Espanyol,1,3
24/08/2013,2013-2014,2,Valladolid,Villarreal,1,2
25/08/2013,2013-2014,2,Rayo Vallecano,Atlético de Madrid,0,5
25/08/2013,2013-2014,2,Sevilla,Levante,0,0
25/08/2013,2013-2014,2,Barcelona,Málaga,1,0
25/08/2013,2013-2014,2,Celta de Vigo,Betis,2,1
26/08/2013,2013-2014,2,Real Madrid,Granada,1,0
30/08/2013,2013-2014,3,Elche,Almería,2,2
30/08/2013,2013-2014,3,Levante,Rayo Vallecano,2,1
31/08/2013,2013-2014,3,Granada,Celta de Vigo,1,1
31/08/2013,2013-2014,3,Getafe,Valladolid,0,1
31/08/2013,2013-2014,3,Villarreal,Osasuna,3,0
1/09/2013,2013-2014,3,Athletic Club,Real Madrid,1,3
1/09/2013,2013-2014,3,Betis,Espanyol,0,0
1/09/2013,2013-2014,3,Atlético de Madrid,Real Sociedad,2,1
1/09/2013,2013-2014,3,Málaga,Sevilla,2,2
1/09/2013,2013-2014,3,Barcelona,Valencia,3,2
14/09/2013,2013-2014,4,Almería,Atlético de Madrid,2,4
14/09/2013,2013-2014,4,Real Sociedad,Levante,0,0
14/09/2013,2013-2014,4,Sevilla,Barcelona,2,3
14/09/2013,2013-2014,4,Real Madrid,Villarreal,2,2
15/09/2013,2013-2014,4,Espanyol,Granada,1,0
15/09/2013,2013-2014,4,Osasuna,Getafe,1,2
15/09/2013,2013-2014,4,Rayo Vallecano,Málaga,0,5
15/09/2013,2013-2014,4,Valencia,Betis,1,3
16/09/2013,2013-2014,4,Valladolid,Elche,0,0
16/09/2013,2013-2014,4,Celta de Vigo,Athletic Club,2,3
20/09/2013,2013-2014,5,Elche,Osasuna,1,2
21/09/2013,2013-2014,5,Málaga,Real Sociedad,0,0
21/09/2013,2013-2014,5,Levante,Almería,2,2
21/09/2013,2013-2014,5,Barcelona,Rayo Vallecano,4,0
21/09/2013,2013-2014,5,Atlético de Madrid,Valladolid,2,0
22/09/2013,2013-2014,5,Granada,Betis,0,0
22/09/2013,2013-2014,5,Villarreal,Celta de Vigo,0,0
22/09/2013,2013-2014,5,Getafe,Real Madrid,1,4
22/09/2013,2013-2014,5,Sevilla,Valencia,1,3
23/09/2013,2013-2014,5,Athletic Club,Espanyol,2,3
24/09/2013,2013-2014,6,Valladolid,Levante,1,1
24/09/2013,2013-2014,6,Real Sociedad,Barcelona,1,4
24/09/2013,2013-2014,6,Osasuna,Atlético de Madrid,1,2
24/09/2013,2013-2014,6,Almería,Málaga,0,2
25/09/2013,2013-2014,6,Valencia,Granada,1,0
25/09/2013,2013-2014,6,Rayo Vallecano,Sevilla,1,4
25/09/2013,2013-2014,6,Real Madrid,Elche,2,1
26/09/2013,2013-2014,6,Betis,Athletic Club,1,2
26/09/2013,2013-2014,6,Espanyol,Villarreal,1,2
26/09/2013,2013-2014,6,Celta de Vigo,Getafe,0,2
27/09/2013,2013-2014,7,Málaga,Valladolid,2,2
28/09/2013,2013-2014,7,Rayo Vallecano,Valencia,0,1
28/09/2013,2013-2014,7,Barcelona,Almería,2,0
28/09/2013,2013-2014,7,Sevilla,Real Sociedad,1,1
28/09/2013,2013-2014,7,Atlético de Madrid,Real Madrid,1,0
29/09/2013,2013-2014,7,Levante,Osasuna,1,0
29/09/2013,2013-2014,7,Elche,Celta de Vigo,1,0
29/09/2013,2013-2014,7,Getafe,Espanyol,2,0
29/09/2013,2013-2014,7,Villarreal,Betis,0,1
30/09/2013,2013-2014,7,Athletic Club,Granada,0,2
4/10/2013,2013-2014,8,Granada,Villarreal,0,3
4/10/2013,2013-2014,8,Osasuna,Málaga,1,0
5/10/2013,2013-2014,8,Espanyol,Elche,1,2
5/10/2013,2013-2014,8,Real Sociedad,Rayo Vallecano,0,1
5/10/2013,2013-2014,8,Real Madrid,Levante,3,2
5/10/2013,2013-2014,8,Valladolid,Barcelona,1,4
6/10/2013,2013-2014,8,Celta de Vigo,Atlético de Madrid,1,2
6/10/2013,2013-2014,8,Almería,Sevilla,1,2
6/10/2013,2013-2014,8,Betis,Getafe,1,3
6/10/2013,2013-2014,8,Valencia,Athletic Club,1,1
19/10/2013,2013-2014,9,Málaga,Real Madrid,0,2
19/10/2013,2013-2014,9,Real Sociedad,Valencia,2,1
19/10/2013,2013-2014,9,Barcelona,Osasuna,0,0
19/10/2013,2013-2014,9,Atlético de Madrid,Espanyol,0,1
20/10/2013,2013-2014,9,Getafe,Granada,2,0
20/10/2013,2013-2014,9,Rayo Vallecano,Almería,1,0
20/10/2013,2013-2014,9,Elche,Betis,2,1
20/10/2013,2013-2014,9,Sevilla,Valladolid,2,2
21/10/2013,2013-2014,9,Levante,Celta de Vigo,1,0
21/10/2013,2013-2014,9,Villarreal,Athletic Club,0,2
25/10/2013,2013-2014,10,Valladolid,Rayo Vallecano,3,0
26/10/2013,2013-2014,10,Celta de Vigo,Málaga,5,0
26/10/2013,2013-2014,10,Real Madrid,Barcelona,1,2
26/10/2013,2013-2014,10,Granada,Elche,1,0
26/10/2013,2013-2014,10,Espanyol,Levante,0,3
27/10/2013,2013-2014,10,Osasuna,Sevilla,1,2
27/10/2013,2013-2014,10,Valencia,Villarreal,1,4
27/10/2013,2013-2014,10,Almería,Real Sociedad,0,3
27/10/2013,2013-2014,10,Betis,Atlético de Madrid,0,5
28/10/2013,2013-2014,10,Athletic Club,Getafe,1,0
29/10/2013,2013-2014,11,Málaga,Espanyol,0,0
29/10/2013,2013-2014,11,Barcelona,Celta de Vigo,3,0
30/10/2013,2013-2014,11,Real Sociedad,Valladolid,2,2
30/10/2013,2013-2014,11,Almería,Valencia,2,1
30/10/2013,2013-2014,11,Sevilla,Real Madrid,3,7
30/10/2013,2013-2014,11,Rayo Vallecano,Osasuna,1,3
31/10/2013,2013-2014,11,Getafe,Villarreal,2,0
31/10/2013,2013-2014,11,Atlético de Madrid,Granada,2,1
31/10/2013,2013-2014,11,Elche,Athletic Club,2,2
31/10/2013,2013-2014,11,Levante,Betis,0,0
1/11/2013,2013-2014,12,Espanyol,Barcelona,0,1
2/11/2013,2013-2014,12,Osasuna,Real Sociedad,0,5
2/11/2013,2013-2014,12,Valladolid,Almería,0,1
2/11/2013,2013-2014,12,Real Madrid,Rayo Vallecano,3,2
2/11/2013,2013-2014,12,Celta de Vigo,Sevilla,1,0
3/11/2013,2013-2014,12,Valencia,Getafe,1,0
3/11/2013,2013-2014,12,Athletic Club,Atlético de Madrid,0,2
3/11/2013,2013-2014,12,Granada,Levante,1,0
3/11/2013,2013-2014,12,Betis,Málaga,2,3
4/11/2013,2013-2014,12,Villarreal,Elche,1,0
8/11/2013,2013-2014,13,Almería,Osasuna,1,0
8/11/2013,2013-2014,13,Málaga,Granada,1,3
9/11/2013,2013-2014,13,Real Sociedad,Real Madrid,1,5
9/11/2013,2013-2014,13,Elche,Getafe,1,1
9/11/2013,2013-2014,13,Levante,Athletic Club,1,2
9/11/2013,2013-2014,13,Rayo Vallecano,Celta de Vigo,2,0
10/11/2013,2013-2014,13,Sevilla,Espanyol,3,1
10/11/2013,2013-2014,13,Valladolid,Valencia,2,2
10/11/2013,2013-2014,13,Atlético de Madrid,Villarreal,1,1
10/11/2013,2013-2014,13,Barcelona,Betis,4,1
22/11/2013,2013-2014,14,Osasuna,Valladolid,1,0
23/11/2013,2013-2014,14,Granada,Barcelona,0,4
23/11/2013,2013-2014,14,Celta de Vigo,Real Sociedad,3,4
23/11/2013,2013-2014,14,Real Madrid,Almería,5,0
23/11/2013,2013-2014,14,Getafe,Atlético de Madrid,0,7
24/11/2013,2013-2014,14,Villarreal,Levante,3,0
24/11/2013,2013-2014,14,Espanyol,Rayo Vallecano,4,1
24/11/2013,2013-2014,14,Valencia,Elche,1,2
24/11/2013,2013-2014,14,Betis,Sevilla,0,4
25/11/2013,2013-2014,14,Athletic Club,Málaga,2,1
29/11/2013,2013-2014,15,Levante,Getafe,0,1
29/11/2013,2013-2014,15,Málaga,Villarreal,1,1
30/11/2013,2013-2014,15,Atlético de Madrid,Elche,2,0
30/11/2013,2013-2014,15,Almería,Celta de Vigo,1,3
30/11/2013,2013-2014,15,Valladolid,Real Madrid,0,4
30/11/2013,2013-2014,15,Real Sociedad,Espanyol,2,1
1/12/2013,2013-2014,15,Rayo Vallecano,Betis,2,2
1/12/2013,2013-2014,15,Sevilla,Granada,2,1
1/12/2013,2013-2014,15,Osasuna,Valencia,0,3
1/12/2013,2013-2014,15,Barcelona,Athletic Club,0,1
13/12/2013,2013-2014,16,Elche,Levante,1,2
14/12/2013,2013-2014,16,Real Madrid,Osasuna,2,2
14/12/2013,2013-2014,16,Granada,Rayo Vallecano,2,0
14/12/2013,2013-2014,16,Villarreal,Barcelona,1,2
14/12/2013,2013-2014,16,Getafe,Málaga,0,1
15/12/2013,2013-2014,16,Espanyol,Almería,0,0
15/12/2013,2013-2014,16,Betis,Real Sociedad,1,5
15/12/2013,2013-2014,16,Athletic Club,Sevilla,1,1
15/12/2013,2013-2014,16,Valencia,Atlético de Madrid,0,3
16/12/2013,2013-2014,16,Celta de Vigo,Valladolid,0,3
20/12/2013,2013-2014,17,Málaga,Elche,1,0
21/12/2013,2013-2014,17,Sevilla,Villarreal,2,1
21/12/2013,2013-2014,17,Almería,Betis,1,0
21/12/2013,2013-2014,17,Levante,Atlético de Madrid,2,3
21/12/2013,2013-2014,17,Real Sociedad,Granada,3,1
22/12/2013,2013-2014,17,Valladolid,Espanyol,2,4
22/12/2013,2013-2014,17,Barcelona,Getafe,5,2
22/12/2013,2013-2014,17,Rayo Vallecano,Athletic Club,1,2
22/12/2013,2013-2014,17,Osasuna,Celta de Vigo,1,1
22/12/2013,2013-2014,17,Real Madrid,Valencia,3,2
4/01/2014,2013-2014,18,Atlético de Madrid,Málaga,1,0
4/01/2014,2013-2014,18,Betis,Valladolid,0,0
4/01/2014,2013-2014,18,Levante,Valencia,0,2
4/01/2014,2013-2014,18,Granada,Almería,0,3
5/01/2014,2013-2014,18,Getafe,Sevilla,0,3
5/01/2014,2013-2014,18,Elche,Barcelona,0,4
5/01/2014,2013-2014,18,Espanyol,Osasuna,0,1
5/01/2014,2013-2014,18,Athletic Club,Real Sociedad,0,2
6/01/2014,2013-2014,18,Celta de Vigo,Real Madrid,0,3
6/01/2014,2013-2014,18,Villarreal,Rayo Vallecano,5,2
10/01/2014,2013-2014,19,Valladolid,Granada,0,4
11/01/2014,2013-2014,19,Almería,Athletic Club,1,6
11/01/2014,2013-2014,19,Valencia,Celta de Vigo,1,2
11/01/2014,2013-2014,19,Barcelona,Atlético de Madrid,0,0
11/01/2014,2013-2014,19,Sevilla,Elche,1,1
12/01/2014,2013-2014,19,Rayo Vallecano,Getafe,1,0
12/01/2014,2013-2014,19,Osasuna,Betis,2,1
12/01/2014,2013-2014,19,Real Madrid,Espanyol,1,0
12/01/2014,2013-2014,19,Málaga,Levante,0,1
13/01/2014,2013-2014,19,Real Sociedad,Villarreal,1,5
17/01/2014,2013-2014,20,Valencia,Málaga,0,0
18/01/2014,2013-2014,20,Real Madrid,Betis,5,0
18/01/2014,2013-2014,20,Rayo Vallecano,Elche,0,2
18/01/2014,2013-2014,20,Osasuna,Granada,0,0
18/01/2014,2013-2014,20,Celta de Vigo,Espanyol,0,1
19/01/2014,2013-2014,20,Real Sociedad,Getafe,2,2
19/01/2014,2013-2014,20,Almería,Villarreal,0,2
19/01/2014,2013-2014,20,Barcelona,Levante,1,1
19/01/2014,2013-2014,20,Sevilla,Atlético de Madrid,1,1
20/01/2014,2013-2014,20,Valladolid,Athletic Club,2,4
24/01/2014,2013-2014,21,Betis,Celta de Vigo,2,4
25/01/2014,2013-2014,21,Granada,Real Madrid,0,2
25/01/2014,2013-2014,21,Villarreal,Valladolid,0,1
25/01/2014,2013-2014,21,Espanyol,Valencia,2,2
25/01/2014,2013-2014,21,Levante,Sevilla,3,2
26/01/2014,2013-2014,21,Getafe,Almería,0,1
26/01/2014,2013-2014,21,Athletic Club,Osasuna,5,1
26/01/2014,2013-2014,21,Atlético de Madrid,Rayo Vallecano,4,2
26/01/2014,2013-2014,21,Málaga,Barcelona,0,3
27/01/2014,2013-2014,21,Elche,Real Sociedad,0,4
31/01/2014,2013-2014,22,Celta de Vigo,Granada,2,1
1/02/2014,2013-2014,22,Valencia,Barcelona,3,2
1/02/2014,2013-2014,22,Rayo Vallecano,Levante,0,0
1/02/2014,2013-2014,22,Valladolid,Getafe,0,0
1/02/2014,2013-2014,22,Sevilla,Málaga,2,3
2/02/2014,2013-2014,22,Almería,Elche,0,1
2/02/2014,2013-2014,22,Espanyol,Betis,0,2
2/02/2014,2013-2014,22,Real Sociedad,Atlético de Madrid,0,4
2/02/2014,2013-2014,22,Real Madrid,Athletic Club,1,1
3/02/2014,2013-2014,22,Osasuna,Villarreal,1,3
7/02/2014,2013-2014,23,Granada,Espanyol,0,1
8/02/2014,2013-2014,23,Betis,Valencia,0,5
8/02/2014,2013-2014,23,Málaga,Rayo Vallecano,1,4
8/02/2014,2013-2014,23,Villarreal,Real Madrid,2,4
8/02/2014,2013-2014,23,Atlético de Madrid,Almería,0,2
9/02/2014,2013-2014,23,Getafe,Osasuna,0,2
9/02/2014,2013-2014,23,Elche,Valladolid,2,2
9/02/2014,2013-2014,23,Levante,Real Sociedad,0,0
9/02/2014,2013-2014,23,Barcelona,Sevilla,4,1
10/02/2014,2013-2014,23,Athletic Club,Celta de Vigo,0,0
14/02/2014,2013-2014,24,Osasuna,Elche,0,0
15/02/2014,2013-2014,24,Valladolid,Atlético de Madrid,0,3
15/02/2014,2013-2014,24,Almería,Levante,0,1
15/02/2014,2013-2014,24,Rayo Vallecano,Barcelona,0,6
15/02/2014,2013-2014,24,Celta de Vigo,Villarreal,2,0
16/02/2014,2013-2014,24,Betis,Granada,0,1
16/02/2014,2013-2014,24,Real Madrid,Getafe,3,0
16/02/2014,2013-2014,24,Espanyol,Athletic Club,2,1
16/02/2014,2013-2014,24,Valencia,Sevilla,0,0
17/02/2014,2013-2014,24,Real Sociedad,Málaga,1,0
21/02/2014,2013-2014,25,Levante,Valladolid,1,1
22/02/2014,2013-2014,25,Elche,Real Madrid,0,3
22/02/2014,2013-2014,25,Getafe,Celta de Vigo,1,1
22/02/2014,2013-2014,25,Barcelona,Real Sociedad,1,3
22/02/2014,2013-2014,25,Málaga,Almería,0,0
23/02/2014,2013-2014,25,Sevilla,Rayo Vallecano,1,0
23/02/2014,2013-2014,25,Athletic Club,Betis,2,0
23/02/2014,2013-2014,25,Granada,Valencia,1,2
23/02/2014,2013-2014,25,Atlético de Madrid,Osasuna,0,3
24/02/2014,2013-2014,25,Villarreal,Espanyol,2,1
28/02/2014,2013-2014,26,Granada,Athletic Club,0,4
1/03/2014,2013-2014,26,Valladolid,Málaga,1,1
1/03/2014,2013-2014,26,Osasuna,Levante,0,2
1/03/2014,2013-2014,26,Espanyol,Getafe,0,0
1/03/2014,2013-2014,26,Celta de Vigo,Elche,0,1
2/03/2014,2013-2014,26,Betis,Villarreal,1,1
2/03/2014,2013-2014,26,Real Madrid,Atlético de Madrid,2,2
2/03/2014,2013-2014,26,Real Sociedad,Sevilla,0,1
2/03/2014,2013-2014,26,Almería,Barcelona,1,4
2/03/2014,2013-2014,26,Valencia,Rayo Vallecano,0,1
8/03/2014,2013-2014,27,Barcelona,Valladolid,0,1
8/03/2014,2013-2014,27,Getafe,Betis,0,2
8/03/2014,2013-2014,27,Atlético de Madrid,Celta de Vigo,2,0
8/03/2014,2013-2014,27,Villarreal,Granada,0,2
9/03/2014,2013-2014,27,Elche,Espanyol,1,3
9/03/2014,2013-2014,27,Sevilla,Almería,3,1
9/03/2014,2013-2014,27,Levante,Real Madrid,0,3
9/03/2014,2013-2014,27,Athletic Club,Valencia,1,1
10/03/2014,2013-2014,27,Málaga,Osasuna,2,0
10/03/2014,2013-2014,27,Rayo Vallecano,Real Sociedad,3,2
14/03/2014,2013-2014,28,Granada,Getafe,3,3
15/03/2014,2013-2014,28,Celta de Vigo,Levante,1,0
15/03/2014,2013-2014,28,Almería,Rayo Vallecano,1,3
15/03/2014,2013-2014,28,Real Madrid,Málaga,1,0
15/03/2014,2013-2014,28,Espanyol,Atlético de Madrid,0,1
16/03/2014,2013-2014,28,Betis,Elche,0,0
16/03/2014,2013-2014,28,Osasuna,Barcelona,0,7
16/03/2014,2013-2014,28,Valladolid,Sevilla,1,4
16/03/2014,2013-2014,28,Valencia,Real Sociedad,0,1
17/03/2014,2013-2014,28,Athletic Club,Villarreal,1,1
21/03/2014,2013-2014,29,Málaga,Celta de Vigo,2,0
22/03/2014,2013-2014,29,Elche,Granada,0,1
22/03/2014,2013-2014,29,Levante,Espanyol,0,0
22/03/2014,2013-2014,29,Rayo Vallecano,Valladolid,1,1
22/03/2014,2013-2014,29,Getafe,Athletic Club,0,1
23/03/2014,2013-2014,29,Sevilla,Osasuna,2,1
23/03/2014,2013-2014,29,Atlético de Madrid,Betis,2,0
23/03/2014,2013-2014,29,Villarreal,Valencia,1,2
23/03/2014,2013-2014,29,Barcelona,Real Madrid,4,3
24/03/2014,2013-2014,29,Real Sociedad,Almería,3,4
25/03/2014,2013-2014,30,Espanyol,Málaga,2,1
25/03/2014,2013-2014,30,Athletic Club,Elche,0,0
26/03/2014,2013-2014,30,Celta de Vigo,Barcelona,0,3
26/03/2014,2013-2014,30,Osasuna,Rayo Vallecano,0,1
26/03/2014,2013-2014,30,Granada,Atlético de Madrid,0,1
26/03/2014,2013-2014,30,Real Madrid,Sevilla,1,2
27/03/2014,2013-2014,30,Villarreal,Getafe,1,0
27/03/2014,2013-2014,30,Valladolid,Real Sociedad,0,1
27/03/2014,2013-2014,30,Betis,Levante,3,1
27/03/2014,2013-2014,30,Valencia,Almería,2,2
29/03/2014,2013-2014,31,Barcelona,Espanyol,1,0
29/03/2014,2013-2014,31,Sevilla,Celta de Vigo,0,1
29/03/2014,2013-2014,31,Atlético de Madrid,Athletic Club,2,1
29/03/2014,2013-2014,31,Rayo Vallecano,Real Madrid,0,5
30/03/2014,2013-2014,31,Almería,Valladolid,0,1
30/03/2014,2013-2014,31,Real Sociedad,Osasuna,1,1
30/03/2014,2013-2014,31,Elche,Villarreal,1,1
30/03/2014,2013-2014,31,Getafe,Valencia,3,1
31/03/2014,2013-2014,31,Levante,Granada,2,0
31/03/2014,2013-2014,31,Málaga,Betis,2,1
4/04/2014,2013-2014,32,Osasuna,Almería,2,1
5/04/2014,2013-2014,32,Villarreal,Atlético de Madrid,0,1
5/04/2014,2013-2014,32,Betis,Barcelona,1,3
5/04/2014,2013-2014,32,Real Madrid,Real Sociedad,4,0
5/04/2014,2013-2014,32,Celta de Vigo,Rayo Vallecano,0,3
6/04/2014,2013-2014,32,Granada,Málaga,1,4
6/04/2014,2013-2014,32,Getafe,Elche,0,1
6/04/2014,2013-2014,32,Espanyol,Sevilla,1,4
6/04/2014,2013-2014,32,Valencia,Valladolid,0,0
7/04/2014,2013-2014,32,Athletic Club,Levante,2,1
11/04/2014,2013-2014,33,Valladolid,Osasuna,0,0
12/04/2014,2013-2014,33,Real Sociedad,Celta de Vigo,2,2
12/04/2014,2013-2014,33,Levante,Villarreal,0,1
12/04/2014,2013-2014,33,Barcelona,Granada,0,1
12/04/2014,2013-2014,33,Almería,Real Madrid,0,4
13/04/2014,2013-2014,33,Sevilla,Betis,2,0
13/04/2014,2013-2014,33,Elche,Valencia,1,2
13/04/2014,2013-2014,33,Atlético de Madrid,Getafe,2,0
13/04/2014,2013-2014,33,Rayo Vallecano,Espanyol,2,2
14/04/2014,2013-2014,33,Málaga,Athletic Club,0,3
18/04/2014,2013-2014,34,Elche,Atlético de Madrid,0,2
19/04/2014,2013-2014,34,Valencia,Osasuna,1,1
19/04/2014,2013-2014,34,Getafe,Levante,0,0
19/04/2014,2013-2014,34,Espanyol,Real Sociedad,1,2
20/04/2014,2013-2014,34,Celta de Vigo,Almería,4,2
20/04/2014,2013-2014,34,Betis,Rayo Vallecano,1,3
20/04/2014,2013-2014,34,Granada,Sevilla,0,4
20/04/2014,2013-2014,34,Athletic Club,Barcelona,1,2
21/04/2014,2013-2014,34,Villarreal,Málaga,0,2
7/05/2014,2013-2014,34,Real Madrid,Valladolid,1,1
25/04/2014,2013-2014,35,Levante,Elche,1,1
26/04/2014,2013-2014,35,Rayo Vallecano,Granada,3,0
26/04/2014,2013-2014,35,Málaga,Getafe,0,1
26/04/2014,2013-2014,35,Osasuna,Real Madrid,0,4
26/04/2014,2013-2014,35,Real Sociedad,Betis,1,0
27/04/2014,2013-2014,35,Almería,Espanyol,2,1
27/04/2014,2013-2014,35,Atlético de Madrid,Valencia,1,0
27/04/2014,2013-2014,35,Sevilla,Athletic Club,1,3
27/04/2014,2013-2014,35,Barcelona,Villarreal,3,2
28/04/2014,2013-2014,35,Valladolid,Celta de Vigo,1,4
2/05/2014,2013-2014,36,Athletic Club,Rayo Vallecano,3,0
3/05/2014,2013-2014,36,Getafe,Barcelona,2,2
